id,Dia,Manera_de_la_muerte,Arma,Edad,Genero,Raza,Ciudad,Estado,Signos_de_enfermedades_mentales,Nivel_de_amenaza,flee,Categoria_de_armas
5451,2019-06-20,shot,gun,38.0,M,White,Ashville,OH,False,other,Car,Guns
4806,2019-06-22,shot,gun,26.0,M,Hispanic,Big Sur,CA,False,attack,Other,Guns
4807,2019-06-22,shot,gun,41.0,M,White,Phoenix,MD,False,other,Other,Guns
4811,2019-06-23,shot,knife,29.0,M,White,Springfield,OH,True,attack,Foot,Sharp objects
4808,2019-06-24,shot,gun,19.0,M,Black,Boston,MA,False,attack,Car,Guns
4812,2019-06-24,shot,gun,61.0,M,Black,Englewood,FL,False,attack,Not fleeing,Guns
5452,2019-06-24,shot,knife,34.0,M,White,Seminole,TX,False,attack,Not fleeing,Sharp objects
4809,2019-06-25,shot,knife,35.0,M,Hispanic,San Antonio,TX,True,other,Not fleeing,Sharp objects
4815,2019-06-25,shot,knife,43.0,M,White,Menasha,WI,False,other,Not fleeing,Sharp objects
4813,2019-06-26,shot,sword,50.0,M,White,Timberville,VA,False,attack,Not fleeing,Sharp objects
4816,2019-06-26,shot,sharp object,32.0,M,Black,Sugarcreek,OH,False,attack,Not fleeing,Sharp objects
4814,2019-06-27,shot,gun,50.0,M,Black,Springfield,FL,False,attack,Not fleeing,Guns
4817,2019-06-27,shot,unknown,54.0,M,Black,Orangeburg,SC,False,undetermined,Other,Unknown
4818,2019-06-27,shot,gun,35.0,M,White,Wolfe County,KY,False,other,Not fleeing,Guns
4819,2019-06-27,shot,gun,33.0,M,White,Omaha,NE,True,attack,Not fleeing,Guns
4820,2019-06-27,shot,unarmed,18.0,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,Unarmed
4821,2019-06-27,shot,vehicle,50.0,M,White,Tulsa,OK,False,attack,Car,Vehicles
4822,2019-06-27,shot,gun,41.0,M,Hispanic,Yucca Valley,CA,False,attack,Not fleeing,Guns
4824,2019-06-28,shot,gun,37.0,M,Black,Pueblo,CO,False,other,Car,Guns
4827,2019-06-28,shot,gun,76.0,M,White,Smyrna,TN,False,attack,Not fleeing,Guns
4840,2019-06-28,shot,gun,19.0,M,White,Pearl,MS,False,attack,Not fleeing,Guns
5454,2019-06-28,shot,gun,40.0,M,White,Bacliff,TX,False,attack,Not fleeing,Guns
4826,2019-06-29,shot,gun,61.0,M,White,Denton County,TX,False,attack,Other,Guns
5455,2019-06-29,shot,gun,61.0,M,White,Lantana,TX,False,attack,Not fleeing,Guns
4823,2019-07-01,shot,gun,22.0,M,Hispanic,Denver,CO,False,attack,Not fleeing,Guns
4834,2019-07-01,shot,gun,52.0,M,White,Pontotoc County,MS,False,attack,Car,Guns
4835,2019-07-01,shot,knife,23.0,M,Asian,Athens,GA,True,attack,Not fleeing,Sharp objects
4836,2019-07-01,shot,knife,67.0,M,Black,Port St. Lucie,FL,False,other,Not fleeing,Sharp objects
4837,2019-07-02,shot,ax,44.0,M,White,Bagley Township,MI,True,attack,Other,Blunt instruments
4838,2019-07-02,shot,gun,23.0,M,Other,Eagan,MN,False,other,Foot,Guns
4841,2019-07-02,shot,gun,39.0,M,Black,Elyria,OH,False,attack,Car,Guns
4843,2019-07-03,shot,hammer,53.0,M,White,Salem,IN,False,other,Not fleeing,Blunt instruments
4850,2019-07-03,shot,screwdriver,39.0,M,Native,Poulsbo,WA,True,other,Not fleeing,Piercing objects
4855,2019-07-03,shot,knife,26.0,M,White,West Des Moines,IA,True,other,Not fleeing,Sharp objects
4857,2019-07-03,shot,toy weapon,38.0,F,Hispanic,El Paso,TX,False,attack,Not fleeing,Other unusual objects
4979,2019-07-03,shot,unarmed,49.0,M,Asian,Chino,CA,False,other,Not fleeing,Unarmed
4856,2019-07-04,shot,gun,34.0,M,Hispanic,Lakewood,CO,False,attack,Foot,Guns
4854,2019-07-04,shot and Tasered,piece of wood,47.0,M,Hispanic,Roswell,GA,False,attack,Not fleeing,Other unusual objects
4845,2019-07-05,shot,scissors,34.0,M,Hispanic,West Jordan,UT,False,other,Foot,Sharp objects
4847,2019-07-05,shot,gun,58.0,M,White,Mountain Grove,MO,False,attack,Not fleeing,Guns
4848,2019-07-05,shot,toy weapon,17.0,F,White,Anaheim,CA,True,attack,Not fleeing,Other unusual objects
4849,2019-07-05,shot,unarmed,21.0,M,White,Oak View,CA,False,attack,Not fleeing,Unarmed
4852,2019-07-05,shot,knife,37.0,M,Hispanic,Ruskin,FL,False,other,Not fleeing,Sharp objects
4846,2019-07-06,shot,gun,43.0,M,Black,Rosedale,MD,False,attack,Other,Guns
4842,2019-07-07,shot,knife,61.0,M,White,Jacksonville,AR,True,attack,Not fleeing,Sharp objects
4844,2019-07-07,shot,gun,28.0,M,Black,Pensacola,FL,False,attack,Car,Guns
4851,2019-07-07,shot,gun,41.0,M,White,Timberville,VA,False,other,Not fleeing,Guns
4866,2019-07-08,shot,gun,23.0,M,White,Brooklyn,OH,True,attack,Not fleeing,Guns
4858,2019-07-09,shot,unknown,36.0,M,Hispanic,Bakersfield,CA,False,undetermined,Not fleeing,Unknown
4860,2019-07-09,shot,gun,23.0,M,Black,Greenville,NC,False,attack,Not fleeing,Guns
4862,2019-07-09,shot,gun,26.0,M,White,Citrus Heights,CA,False,attack,Other,Guns
4861,2019-07-10,shot,knife,32.0,M,Black,Adelanto,CA,False,attack,Foot,Sharp objects
4865,2019-07-10,shot,gun,62.0,M,White,Kansas City,KS,False,attack,Not fleeing,Guns
4864,2019-07-11,shot,knife,33.0,M,Hispanic,Jacksonville,FL,False,attack,Not fleeing,Sharp objects
4904,2019-07-11,shot,knife,32.0,M,White,Arpin,WI,True,attack,Not fleeing,Sharp objects
4872,2019-07-13,shot,gun,69.0,M,White,Tacoma,WA,False,other,Not fleeing,Guns
4879,2019-07-13,shot,unarmed,35.0,M,Hispanic,Kirkland,WA,False,attack,Not fleeing,Unarmed
4885,2019-07-13,shot,gun,46.0,M,White,Coleman,FL,False,attack,Not fleeing,Guns
5460,2019-07-13,shot,knife,46.0,M,Black,Orange,NJ,False,other,Foot,Sharp objects
4870,2019-07-14,shot,gun,22.0,M,Black,Hollywood,FL,False,attack,Car,Guns
4877,2019-07-14,shot,gun,20.0,M,Black,Penn Hills,PA,False,attack,Foot,Guns
5461,2019-07-14,shot,gun,30.0,M,Black,Dallas,TX,False,attack,Not fleeing,Guns
4869,2019-07-15,shot,gun,49.0,M,Black,Baltimore,MD,False,attack,Not fleeing,Guns
4876,2019-07-15,shot,toy weapon,43.0,M,White,Salt Lake City,UT,True,other,Not fleeing,Other unusual objects
4884,2019-07-16,shot,knife,52.0,M,Hispanic,Chino Hills,CA,False,attack,Not fleeing,Sharp objects
5462,2019-07-16,shot,gun,56.0,M,White,Porterdale,GA,False,attack,Not fleeing,Guns
5463,2019-07-16,shot,gun,36.0,M,White,Lake Jackson,TX,False,attack,Car,Guns
5465,2019-07-16,shot,gun,40.0,F,White,Lake Jackson,TX,False,attack,Car,Guns
4875,2019-07-17,shot,toy weapon,52.0,M,Black,Modesto,CA,False,attack,Not fleeing,Other unusual objects
4882,2019-07-17,shot,gun,35.0,M,White,McAlester,OK,False,attack,Car,Guns
4883,2019-07-17,shot,gun,35.0,M,Black,Birmingham,AL,False,attack,Foot,Guns
4874,2019-07-18,shot,knife,53.0,M,Hispanic,Pueblo,CO,False,attack,Not fleeing,Sharp objects
4880,2019-07-18,shot,gun,23.0,M,Black,Metairie,LA,False,other,Not fleeing,Guns
5466,2019-07-18,shot,gun,19.0,M,Black,Fort Worth,TX,False,attack,Not fleeing,Guns
4867,2019-07-19,shot,garden tool,41.0,M,Hispanic,Pemberton,NJ,False,other,Other,Blunt instruments
5467,2019-07-19,shot,gun,39.0,M,White,League City,TX,True,attack,Not fleeing,Guns
4889,2019-07-21,shot,knife,28.0,F,Hispanic,Albuquerque,NM,True,other,Not fleeing,Sharp objects
5468,2019-07-21,shot,gun,28.0,M,Black,Tacoma,WA,False,attack,Not fleeing,Guns
4888,2019-07-22,shot,gun,37.11793090137039,M,Black,Wesson,MS,False,attack,Other,Guns
4893,2019-07-22,shot,gun,53.0,M,White,Ranburne,AL,True,attack,Not fleeing,Guns
4886,2019-07-23,shot,scissors,27.0,M,White,Asbury Park,NJ,True,other,Not fleeing,Sharp objects
4887,2019-07-23,shot,gun,31.0,M,Black,Ross Township,PA,False,attack,Not fleeing,Guns
4890,2019-07-23,shot,gun,38.0,M,Hispanic,Colorado Springs,CO,False,other,Car,Guns
4894,2019-07-25,shot,unarmed,38.0,M,Black,Port Allen,LA,False,undetermined,Other,Unarmed
4896,2019-07-26,shot,gun,41.0,M,Hispanic,Hartford,CT,False,attack,Car,Guns
4897,2019-07-26,shot,gun,49.0,M,White,Three Springs,PA,False,attack,Not fleeing,Guns
4901,2019-07-26,shot,gun,56.0,M,White,Sun City,SC,True,other,Not fleeing,Guns
4895,2019-07-28,shot,gun,62.0,M,Hispanic,Boyton Beach,FL,False,attack,Not fleeing,Guns
4902,2019-07-30,shot,ax,31.0,M,White,Portland,OR,False,attack,Other,Blunt instruments
4903,2019-07-31,shot,unknown,37.0,M,White,Roy,UT,False,other,Other,Unknown
4927,2019-07-31,shot,gun,37.11793090137039,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,Guns
4950,2019-07-31,shot,gun,28.0,M,White,Council Bluffs,IA,False,attack,Car,Guns
4923,2019-07-31,shot and Tasered,knife,46.0,M,Asian,Austin,TX,True,other,Not fleeing,Sharp objects
4917,2019-08-01,shot,gun,21.0,M,Black,Los Angeles,CA,False,attack,Foot,Guns
4922,2019-08-01,shot,unarmed,30.0,F,White,Arlington,TX,False,other,Not fleeing,Unarmed
4924,2019-08-01,shot,gun,36.0,M,White,Charleston,WV,False,attack,Other,Guns
4926,2019-08-01,shot,knife,48.0,M,White,Tampa,FL,True,other,Not fleeing,Sharp objects
4911,2019-08-02,shot,gun,34.0,M,Black,Minneapolis,MN,False,attack,Not fleeing,Guns
4913,2019-08-02,shot,gun,45.0,M,Black,Indianapolis,IN,False,attack,Not fleeing,Guns
4912,2019-08-03,shot,gun,19.0,M,Black,Colorado Springs,CO,False,other,Foot,Guns
4915,2019-08-03,shot,gun,32.0,M,Hispanic,Revere,MA,False,attack,Car,Guns
4919,2019-08-03,shot,gun,32.0,M,White,Carson City,NV,False,attack,Not fleeing,Guns
4907,2019-08-04,shot,gun,24.0,M,White,Dayton,OH,True,attack,Not fleeing,Guns
4909,2019-08-04,shot,gun,65.0,M,White,Hanceville,AL,True,attack,Not fleeing,Guns
4910,2019-08-05,shot,gun,29.0,M,Hispanic,Salt Lake City,UT,False,attack,Not fleeing,Guns
4914,2019-08-05,shot,knife,49.0,M,Black,Memphis,TN,False,attack,Foot,Sharp objects
4916,2019-08-05,shot,vehicle,19.0,M,Hispanic,Bakersfield,CA,False,other,Car,Vehicles
4947,2019-08-05,shot,gun,56.0,M,White,Lowell,AR,True,undetermined,Not fleeing,Guns
4953,2019-08-05,shot,gun,39.0,M,Black,Irvington,NJ,False,attack,Not fleeing,Guns
4954,2019-08-05,shot,gun,43.0,M,White,Pocahontas County,WV,False,attack,Car,Guns
4955,2019-08-05,shot,gun,57.0,M,White,Rifle,CO,True,other,Foot,Guns
4936,2019-08-06,shot,gun,49.0,M,White,Shaler Township,PA,False,attack,Not fleeing,Guns
4928,2019-08-07,shot,gun,18.0,M,Black,Longview,TX,False,attack,Not fleeing,Guns
4930,2019-08-08,shot,gun,27.0,M,Black,Moss Point,MS,False,attack,Foot,Guns
4933,2019-08-09,shot,machete,52.0,M,Hispanic,Garland,TX,False,attack,Not fleeing,Sharp objects
4934,2019-08-09,shot,gun and vehicle,37.0,M,Hispanic,Kansas City,MO,False,attack,Foot,Multiple
4938,2019-08-10,shot,gun,45.0,M,White,Augusta,GA,False,attack,Car,Guns
4945,2019-08-12,shot,gun,49.0,M,White,Riverside,CA,False,attack,Not fleeing,Guns
4949,2019-08-12,shot,gun,38.0,M,White,Chetopa,KS,False,attack,Not fleeing,Guns
4939,2019-08-13,shot,unarmed,31.0,M,White,Joplin,MO,False,attack,Not fleeing,Unarmed
4940,2019-08-13,shot,gun,51.0,M,Black,Clinton,TN,True,attack,Not fleeing,Guns
4941,2019-08-13,shot,gun,37.11793090137039,M,White,Louisville,KY,False,attack,Not fleeing,Guns
4943,2019-08-13,shot,gun,51.0,M,Black,Kansas City,KS,False,attack,Not fleeing,Guns
4983,2019-08-13,shot,vehicle,20.0,M,White,Ramseur,NC,False,attack,Car,Vehicles
4964,2019-08-16,shot,knife,26.0,M,Hispanic,Ogden,UT,False,attack,Not fleeing,Sharp objects
4956,2019-08-17,shot,gun,25.0,M,Black,Gary,IN,False,undetermined,Not fleeing,Guns
4959,2019-08-17,shot,gun,37.11793090137039,M,Black,Newport News,VA,False,attack,Car,Guns
4962,2019-08-17,shot,gun,62.0,M,White,Springville,IN,False,attack,Not fleeing,Guns
4963,2019-08-17,shot,gun,27.0,M,Black,Dallas,TX,False,attack,Car,Guns
4960,2019-08-18,shot,gun,33.0,M,Hispanic,Los Angeles,CA,False,attack,Foot,Guns
4968,2019-08-19,shot,gun,39.0,M,Hispanic,Los Angeles,CA,False,attack,Foot,Guns
4976,2019-08-21,shot,gun,18.0,M,Black,Fort Worth,TX,False,attack,Foot,Guns
4978,2019-08-21,shot,unknown,27.0,M,White,Nicholasville,KY,False,undetermined,Not fleeing,Unknown
4982,2019-08-21,shot,unknown,50.0,M,Hispanic,Stanton,CA,False,undetermined,Other,Unknown
4972,2019-08-22,shot,toy weapon,57.0,M,White,Albuquerque,NM,False,attack,Not fleeing,Other unusual objects
4974,2019-08-22,shot,Taser,29.0,M,Black,Dayton,OH,False,attack,Foot,Electrical devices
4975,2019-08-22,shot,unarmed,39.0,M,White,Glennville,GA,False,attack,Not fleeing,Unarmed
4980,2019-08-23,shot,unarmed,31.0,M,White,West Valley City,UT,False,other,Not fleeing,Unarmed
5472,2019-08-23,shot,knife,34.0,M,White,Cottage Grove,OR,False,other,Not fleeing,Sharp objects
4977,2019-08-24,shot,shovel,52.0,M,Hispanic,El Cerrito,CA,True,attack,Not fleeing,Blunt instruments
4981,2019-08-26,shot,unarmed,33.0,M,Black,Knoxville,TN,False,attack,Not fleeing,Unarmed
4986,2019-08-27,shot,gun,37.0,M,Black,Helena,AR,False,attack,Other,Guns
5473,2019-08-27,shot,gun,52.0,M,Black,Baton Rouge,LA,True,attack,Car,Guns
4989,2019-08-28,shot,knife,62.0,M,Black,Gordo,AL,True,other,Other,Sharp objects
4990,2019-08-28,shot,gun and car,30.0,M,Black,Baltimore,MD,False,attack,Car,Multiple
4991,2019-08-28,shot,knife,28.0,M,White,Salina,KS,False,other,Not fleeing,Sharp objects
5002,2019-08-30,shot,gun and vehicle,51.0,M,Hispanic,Tolleson,AZ,False,attack,Other,Multiple
4994,2019-08-31,shot,gun,23.0,M,Black,St. Louis,MO,False,other,Foot,Guns
5006,2019-08-31,shot,gun,36.0,M,White,Odessa,TX,True,attack,Car,Guns
5031,2019-08-31,shot,gun,37.0,M,Hispanic,Denver,CO,False,attack,Not fleeing,Guns
4995,2019-09-01,shot,vehicle,49.0,M,White,Sand Springs,OK,False,attack,Car,Vehicles
4996,2019-09-01,shot,gun,49.0,M,White,Caldwell,ID,False,attack,Not fleeing,Guns
5005,2019-09-02,shot,grenade,35.0,M,White,Missoula,MT,True,attack,Not fleeing,Explosives
5023,2019-09-02,shot,knife,17.0,M,White,Kerrville,TX,False,other,Not fleeing,Sharp objects
5004,2019-09-03,shot,gun,30.0,M,White,Bluff City,TN,False,attack,Car,Guns
5104,2019-09-03,shot,vehicle,34.0,M,Hispanic,Kaukauna,WI,False,other,Car,Vehicles
5477,2019-09-03,shot,vehicle,46.0,M,White,Van Wert,OH,True,other,Car,Vehicles
5009,2019-09-04,shot,knife,29.0,M,White,Coeur d'Alene,ID,False,attack,Not fleeing,Sharp objects
5008,2019-09-05,shot,gun,28.0,M,Black,St. Louis,MO,False,attack,Not fleeing,Guns
5020,2019-09-05,shot,unarmed,43.0,M,White,East Hartford,CT,False,attack,Not fleeing,Unarmed
5018,2019-09-06,shot,gun,42.0,M,Black,Glendora,CA,False,other,Foot,Guns
5013,2019-09-07,shot,knife,30.0,M,Hispanic,Richfield,MN,True,other,Car,Sharp objects
5016,2019-09-08,shot,toy weapon,24.0,M,Black,Tacoma,WA,False,undetermined,Foot,Other unusual objects
5024,2019-09-09,shot,gun,27.0,M,Black,Oklahoma City,OK,False,attack,Other,Guns
5025,2019-09-09,shot,gun,41.0,M,White,Aberdeen,WA,False,attack,Foot,Guns
5027,2019-09-09,shot,gun and knife,47.0,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,Multiple
5022,2019-09-10,shot,knife,26.0,M,Black,Wellington,UT,True,other,Not fleeing,Sharp objects
5021,2019-09-11,shot,gun,20.0,M,White,Burlington,IA,False,attack,Foot,Guns
5026,2019-09-11,shot,gun,18.0,M,Black,Columbus,OH,False,other,Car,Guns
5028,2019-09-12,shot,gun,37.11793090137039,M,Black,Houston,TX,False,attack,Foot,Guns
5029,2019-09-12,shot,unknown,29.0,M,White,Independence,MO,False,attack,Other,Unknown
5030,2019-09-12,shot,piece of wood,35.0,M,Hispanic,Santa Clarita,CA,False,attack,Not fleeing,Other unusual objects
5033,2019-09-13,shot,gun,77.0,M,White,Loyal,WI,False,attack,Not fleeing,Guns
5039,2019-09-14,shot,toy weapon,31.0,M,Black,Arlington,TX,True,attack,Not fleeing,Other unusual objects
5042,2019-09-14,shot,unarmed,54.0,M,Black,Baton Rouge,LA,False,undetermined,Not fleeing,Unarmed
5480,2019-09-14,shot,gun,33.0,M,Hispanic,Plainview,TX,True,attack,Not fleeing,Guns
5482,2019-09-14,shot,gun,76.0,M,White,Ooltewah,TN,True,attack,Not fleeing,Guns
5036,2019-09-15,shot,knife,28.0,M,White,Oklahoma City,OK,True,attack,Not fleeing,Sharp objects
5037,2019-09-15,shot,knife,31.0,M,Black,St. Paul,MN,False,attack,Not fleeing,Sharp objects
5035,2019-09-16,shot,gun,53.0,M,Black,Washington,DC,False,attack,Not fleeing,Guns
5038,2019-09-16,shot,gun,33.0,M,White,Elizabethon,TN,False,attack,Foot,Guns
5041,2019-09-16,shot,gun,37.0,M,White,Sanger,TX,False,attack,Foot,Guns
5032,2019-09-17,shot,hatchet,57.0,F,White,Richmond,VA,True,attack,Not fleeing,Blunt instruments
5486,2019-09-17,shot,samurai sword,36.0,M,White,Oceanside,NY,True,attack,Not fleeing,Sharp objects
5248,2019-09-17,shot and Tasered,gun,39.0,M,Black,New York,NY,False,attack,Foot,Guns
5043,2019-09-18,shot,gun,43.0,M,White,Salem,OR,False,attack,Not fleeing,Guns
5487,2019-09-18,shot,gun,44.0,M,White,Tallahassee,FL,False,attack,Not fleeing,Guns
5489,2019-09-18,shot,gun,33.0,M,Black,Memphis,TN,False,attack,Not fleeing,Guns
5488,2019-09-18,shot and Tasered,knife,49.0,M,Black,Wilkinsburg,PA,False,attack,Not fleeing,Sharp objects
5044,2019-09-19,shot,pellet gun,18.0,M,Black,Long Beach,CA,False,attack,Not fleeing,Guns
5058,2019-09-20,shot,gun,21.0,M,White,Gainesville,GA,True,attack,Not fleeing,Guns
5492,2019-09-20,shot,gun,57.0,M,White,Lakewood,CO,False,attack,Not fleeing,Guns
5049,2019-09-21,shot,gun,29.0,M,White,Ada,OK,False,attack,Not fleeing,Guns
5490,2019-09-21,shot,knife,58.0,M,Native,Riverton,WY,True,attack,Not fleeing,Sharp objects
5050,2019-09-22,shot,gun,74.0,M,White,Austin,TX,False,attack,Not fleeing,Guns
5046,2019-09-23,shot,gun,63.0,M,Hispanic,Los Angeles,CA,False,other,Other,Guns
5047,2019-09-23,shot,gun,28.0,M,White,Floyd County,GA,False,attack,Foot,Guns
5068,2019-09-24,shot,gun,67.0,M,White,Richlands,NC,False,attack,Car,Guns
5053,2019-09-25,shot,gun,64.0,M,White,Hartsville,SC,False,attack,Not fleeing,Guns
5067,2019-09-25,shot and Tasered,gun,32.0,M,White,Lacombe,LA,True,attack,Not fleeing,Guns
5052,2019-09-26,shot,knife,49.0,M,Black,Hyattsville,MD,False,attack,Not fleeing,Sharp objects
5054,2019-09-26,shot,gun,28.0,M,White,Lexington County,SC,False,attack,Other,Guns
5063,2019-09-28,shot,knife,31.0,M,Black,Baltimore,MD,False,attack,Foot,Sharp objects
5061,2019-09-29,shot,toy weapon,20.0,M,White,Monument,CO,True,attack,Not fleeing,Other unusual objects
5064,2019-09-29,shot,gun,27.0,M,Black,New York,NY,False,attack,Not fleeing,Guns
5070,2019-09-29,shot,vehicle,38.0,F,White,Cotter,MO,False,attack,Car,Vehicles
5060,2019-09-29,shot and Tasered,unarmed,37.0,M,White,Longview,TX,False,attack,Foot,Unarmed
5071,2019-09-30,shot,gun and car,36.0,M,White,Yucca Valley,CA,False,attack,Car,Multiple
5491,2019-09-30,shot and Tasered,knife,35.0,M,Hispanic,Gainesville,GA,False,other,Foot,Sharp objects
5072,2019-10-01,shot,gun,50.0,M,White,Drennen,WV,False,attack,Not fleeing,Guns
5073,2019-10-01,shot,gun,75.0,M,White,Elkton,KY,False,attack,Not fleeing,Guns
5074,2019-10-01,shot,BB gun and vehicle,32.0,M,White,Bridgeview,IL,False,attack,Foot,Multiple
5081,2019-10-01,shot,gun,34.0,M,White,Rutland,VT,False,attack,Car,Guns
5082,2019-10-03,shot,gun,24.0,M,Black,Oklahoma City,OK,False,attack,Not fleeing,Guns
5079,2019-10-04,shot,wasp spray,37.0,M,White,Jacksonville,FL,True,attack,Not fleeing,Other unusual objects
5080,2019-10-05,shot,air pistol,33.0,M,White,Carrollton,TX,False,attack,Not fleeing,Guns
5078,2019-10-06,shot,knife,37.0,M,Hispanic,Los Angeles,CA,True,other,Not fleeing,Sharp objects
5088,2019-10-06,shot,gun,55.0,M,Black,Sacramento,CA,False,other,Not fleeing,Guns
5085,2019-10-07,shot,knife,31.0,M,White,Kountze,TX,False,other,Not fleeing,Sharp objects
5475,2019-10-07,shot,gun,54.0,M,White,Tahlequah,OK,True,attack,Not fleeing,Guns
5086,2019-10-08,shot,baton,37.0,M,Black,Beaumont,TX,False,attack,Not fleeing,Blunt instruments
5087,2019-10-08,shot,vehicle,48.0,M,White,Lincoln,NE,False,attack,Not fleeing,Vehicles
5222,2019-10-08,shot,vehicle,28.0,M,White,Layton,UT,False,attack,Car,Vehicles
5083,2019-10-09,shot,gun,31.0,M,Black,Oklahoma City,OK,False,attack,Other,Guns
5084,2019-10-10,shot,vehicle,48.0,M,White,Los Angeles,CA,False,other,Car,Vehicles
5098,2019-10-10,shot,gun,58.0,M,White,Farmington,NM,False,attack,Not fleeing,Guns
5100,2019-10-11,shot,gun,19.0,M,White,Pittsburg,OK,False,attack,Other,Guns
5090,2019-10-12,shot,unarmed,28.0,F,Black,Fort Worth,TX,False,other,Not fleeing,Unarmed
5094,2019-10-12,shot,gun,21.0,M,Black,El Monte,CA,False,attack,Foot,Guns
5095,2019-10-12,shot,machete,57.0,M,Hispanic,North Port,FL,False,attack,Not fleeing,Sharp objects
5089,2019-10-13,shot,gun,17.0,M,Hispanic,Glendale,AZ,False,attack,Not fleeing,Guns
5093,2019-10-13,shot,baseball bat,22.0,M,Hispanic,Corpus Christi,TX,False,other,Not fleeing,Blunt instruments
5221,2019-10-13,shot,gun,26.0,M,Hispanic,Buckeye,AZ,False,attack,Other,Guns
5099,2019-10-14,shot,unarmed,31.0,M,Black,Ethel,LA,True,undetermined,Foot,Unarmed
5101,2019-10-14,shot,gun,61.0,M,Black,High Point,NC,False,attack,Not fleeing,Guns
5103,2019-10-14,shot,knife,54.0,F,White,Athens,GA,False,attack,Not fleeing,Sharp objects
5102,2019-10-15,shot,gun,28.0,M,White,Jamestown,NC,True,attack,Not fleeing,Guns
5105,2019-10-15,shot,unarmed,30.0,M,White,Hope Ranch,CA,False,other,Not fleeing,Unarmed
5106,2019-10-15,shot,gun,30.0,M,Black,New York,NY,False,attack,Not fleeing,Guns
5110,2019-10-15,shot,gun,28.0,M,White,Wendell,ID,False,other,Car,Guns
5220,2019-10-15,shot,gun,26.0,M,Black,Stone Mountain,GA,False,attack,Not fleeing,Guns
5107,2019-10-16,shot,gun,28.0,M,White,Roanoke,VA,False,attack,Other,Guns
5108,2019-10-16,shot,gun,21.0,M,Black,Sherman Oaks,CA,False,other,Not fleeing,Guns
5109,2019-10-17,shot,vehicle,31.0,M,Black,New York,NY,False,attack,Not fleeing,Vehicles
5111,2019-10-17,shot,straight edge razor,27.0,M,White,Oakridge,OR,False,other,Not fleeing,Sharp objects
5113,2019-10-17,shot,gun,34.0,M,Black,Warren,AR,False,attack,Car,Guns
5476,2019-10-17,shot,gun and vehicle,22.0,M,Black,Fayette,MS,False,attack,Car,Multiple
5115,2019-10-18,shot,gun,29.0,M,White,Idaho Falls,ID,True,attack,Not fleeing,Guns
5118,2019-10-18,shot,knife,38.0,M,White,Farmingdale,NJ,False,attack,Not fleeing,Sharp objects
5217,2019-10-19,shot,baseball bat and knife,51.0,M,White,Leesburg,FL,True,other,Not fleeing,Multiple
5219,2019-10-19,shot,gun and vehicle,34.0,M,White,Palestine,TX,False,attack,Other,Multiple
5116,2019-10-20,shot,gun,30.0,M,Black,St. Louis,MO,False,attack,Car,Guns
5117,2019-10-20,shot,toy weapon,33.0,F,White,Boise,ID,True,attack,Not fleeing,Other unusual objects
5114,2019-10-21,shot,gun,21.0,M,White,Trotwood,OH,False,attack,Car,Guns
5120,2019-10-21,shot,gun,39.0,M,White,Hillsboro,OR,False,attack,Not fleeing,Guns
5216,2019-10-21,shot,gun,37.0,F,Hispanic,Henderson,NV,False,attack,Not fleeing,Guns
5122,2019-10-23,shot,gun,34.0,M,White,Sweetwater,TX,False,attack,Not fleeing,Guns
5125,2019-10-23,shot,vehicle,47.0,M,White,El Paso,TX,False,attack,Car,Vehicles
5139,2019-10-23,shot,gun,29.0,M,Black,New York,NY,False,attack,Not fleeing,Guns
5140,2019-10-23,shot,gun,29.0,M,White,Huntington,IN,True,attack,Foot,Guns
5141,2019-10-23,shot,gun,44.0,M,Black,Long Beach,CA,False,attack,Not fleeing,Guns
5119,2019-10-24,shot,gun,53.0,M,White,Greenville,NC,False,other,Not fleeing,Guns
5123,2019-10-25,shot,scissors,45.0,F,White,Bossier City,LA,False,other,Not fleeing,Sharp objects
5124,2019-10-25,shot,vehicle,19.0,M,White,Morristown,TN,False,attack,Not fleeing,Vehicles
5128,2019-10-25,shot,gun,40.0,M,White,Kansas,OK,False,attack,Not fleeing,Guns
5132,2019-10-25,shot,chair,33.0,M,Black,New York,NY,False,attack,Not fleeing,Other unusual objects
5131,2019-10-26,shot,gun,45.0,M,Asian,Athens,GA,False,attack,Foot,Guns
5135,2019-10-26,shot,gun,40.0,M,White,Creek County,OK,True,attack,Car,Guns
5134,2019-10-26,shot and Tasered,gun,27.0,M,White,Walloon Lake,MI,True,attack,Not fleeing,Guns
5126,2019-10-27,shot,gun,63.0,M,White,Madison,WI,False,attack,Not fleeing,Guns
5129,2019-10-27,shot,gun,50.0,M,Hispanic,Tulsa,OK,False,attack,Not fleeing,Guns
5130,2019-10-27,shot,gun,25.0,M,Black,Carmichael,CA,False,attack,Not fleeing,Guns
5127,2019-10-27,shot and Tasered,gun,39.0,M,Black,Madison,AL,False,attack,Not fleeing,Guns
5144,2019-10-27,shot and Tasered,crowbar,42.0,M,Hispanic,Porterville,CA,True,attack,Not fleeing,Blunt instruments
5143,2019-10-28,shot,hammer,25.0,M,White,Evansville,IN,False,attack,Not fleeing,Blunt instruments
5146,2019-10-30,shot,gun,24.0,M,Black,Baltimore,MD,False,attack,Not fleeing,Guns
